,img,type,label,confidence
15742,img_02791,Text,make,94.78584289550781
15743,img_02791,Text,this,92.43228149414062
15744,img_02791,Text,more,91.8762435913086
15745,img_02791,Text,challeng,89.69910430908203
15746,img_02791,Text,do,87.65249633789062
15747,img_02791,Text,each,94.6658706665039
15748,img_02791,Text,move,93.39257049560547
15749,img_02791,Text,for,89.68966674804688
15750,img_02791,Text,60,90.08183288574219
15751,img_02791,Text,seconds.,90.66167449951172
15752,img_02791,Text,PRESENTED BY,88.5137939453125
15753,img_02793,Label,Human,99.25816345214844
15754,img_02793,Label,People,99.25816345214844
15755,img_02793,Label,Person,99.25816345214844
15756,img_02793,Label,Collage,96.47515869140625
15757,img_02793,Label,Poster,96.47515869140625
15758,img_02793,Label,Bikini,86.69477081298828
15759,img_02793,Label,Clothing,86.69477081298828
15760,img_02793,Label,Swimwear,86.69477081298828
15761,img_02793,Celebrity,Madam C. J. Walker,99.99955749511719
15762,img_02793,Celebrity,Pat McGrath,99.9974136352539
15763,img_02793,Celebrity,Maria Borges,99.99541473388672
15764,img_02793,Text,aas,52.173797607421875
15765,img_02793,Text,G,47.88351058959961
15766,img_02793,Text,aas,52.173797607421875
15767,img_02793,Text,G,47.88351058959961
15768,img_02797,Label,Blossom,99.11355590820312
15769,img_02797,Label,Flora,99.11355590820312
15770,img_02797,Label,Flower,99.11355590820312
15771,img_02797,Label,Lily,99.11355590820312
15772,img_02797,Label,Plant,99.11355590820312
15773,img_02797,Label,Pond Lily,99.11355590820312
15774,img_02797,Label,Outdoors,89.21760559082031
15775,img_02797,Label,Pond,89.21760559082031
15776,img_02797,Label,Water,89.21760559082031
15777,img_02799,Label,Human,99.2968978881836
15778,img_02799,Label,People,99.2968978881836
15779,img_02799,Label,Person,99.2968978881836
15780,img_02799,Label,Blonde,95.13530731201172
15781,img_02799,Label,Female,95.13530731201172
15782,img_02799,Label,Girl,95.13530731201172
15783,img_02799,Label,Woman,95.13530731201172
15784,img_02799,Label,Toy,89.17897033691406
15785,img_02799,Celebrity,Katy Perry,99.99429321289062
15786,img_02799,Celebrity,Britney Spears,99.71806335449219
15787,img_02803,Label,Human,99.1904296875
15788,img_02803,Label,People,99.1904296875
15789,img_02803,Label,Person,99.1904296875
15790,img_02803,Celebrity,Fredo Santana,99.99469757080078
15791,img_02805,Label,Cosmetics,92.4427719116211
15792,img_02805,Label,Lipstick,92.4427719116211
15793,img_02805,Text,s,63.971412658691406
15794,img_02805,Text,sin,50.21511459350586
15795,img_02805,Text,hng,79.73989868164062
15796,img_02805,Text,e,47.513343811035156
15797,img_02805,Text,s,63.971412658691406
15798,img_02805,Text,sin,50.21511459350586
15799,img_02805,Text,hng,79.73989868164062
15800,img_02805,Text,e,47.513343811035156
15801,img_02808,Label,Human,99.29946899414062
15802,img_02808,Label,People,99.29946899414062
15803,img_02808,Label,Person,99.29946899414062
15804,img_02808,Celebrity,Laverne Cox,99.99576568603516
15805,img_02808,Text,LN,78.53550720214844
15806,img_02808,Text,IX,86.1462173461914
15807,img_02808,Text,LN,78.53550720214844
15808,img_02808,Text,IX,86.1462173461914
15809,img_02810,Label,Human,99.24729919433594
15810,img_02810,Label,People,99.24729919433594
15811,img_02810,Label,Person,99.24729919433594
15812,img_02810,Celebrity,Michelle Obama,99.99340057373047
15813,img_02811,Label,Human,99.28050994873047
15814,img_02811,Label,People,99.28050994873047
15815,img_02811,Label,Person,99.28050994873047
15816,img_02811,Label,Bikini,99.13472747802734
15817,img_02811,Label,Clothing,99.13472747802734
15818,img_02811,Label,Swimwear,99.13472747802734
15819,img_02812,Label,Clothing,82.10140228271484
15820,img_02812,Label,Footwear,82.10140228271484
15821,img_02812,Label,Shoe,82.10140228271484
15822,img_02812,Text,SHEET METAL CONTRACT,93.05888366699219
15823,img_02812,Text,KISS,97.23271942138672
15824,img_02812,Text,MY,81.51319885253906
15825,img_02812,Text,TAIRS,84.17999267578125
15826,img_02812,Text,Pp,56.959259033203125
15827,img_02812,Text,SHEET,87.01722717285156
15828,img_02812,Text,METAL,96.27931213378906
15829,img_02812,Text,CONTRACT,95.88011169433594
15830,img_02812,Text,KISS,97.23271942138672
15831,img_02812,Text,MY,81.51319885253906
15832,img_02812,Text,TAIRS,84.17999267578125
15833,img_02812,Text,Pp,56.959259033203125
15834,img_02816,Label,Human,99.2188720703125
15835,img_02816,Label,People,99.21885681152344
15836,img_02816,Label,Person,99.2188720703125
15837,img_02816,Label,Blonde,98.36476135253906
15838,img_02816,Label,Female,98.36476135253906
15839,img_02816,Label,Girl,98.36476135253906
15840,img_02816,Label,Woman,98.36476135253906
15841,img_02816,Label,Banana,82.51139068603516
15842,img_02816,Label,Flora,82.51139068603516
15843,img_02816,Label,Food,82.51139068603516
15844,img_02816,Label,Fruit,82.51139068603516
15845,img_02816,Label,Plant,82.51139068603516
15846,img_02816,Label,Produce,82.51139068603516
15847,img_02816,Celebrity,Adam Scott,94.7021484375
15848,img_02816,Celebrity,Laura Voutilainen,99.99832153320312
15849,img_02816,Text,s,57.54167938232422
15850,img_02816,Text,s,57.54167938232422
15851,img_02818,Label,Human,99.23311614990234
15852,img_02818,Label,People,99.23310089111328
15853,img_02818,Label,Person,99.23311614990234
15854,img_02818,Label,Goggles,84.92636108398438
15855,img_02819,Label,Human,99.12938690185547
15856,img_02819,Label,People,99.1293716430664
15857,img_02819,Label,Person,99.12938690185547
15858,img_02819,Label,Clothing,90.50470733642578
15859,img_02819,Label,Gown,90.50470733642578
15860,img_02819,Label,Robe,90.50470733642578
15861,img_02820,Label,Flora,96.8392105102539
15862,img_02820,Label,Food,96.8392105102539
15863,img_02820,Label,Plant,96.8392105102539
15864,img_02820,Label,Produce,96.8392105102539
15865,img_02820,Label,Tomato,96.8392105102539
15866,img_02820,Label,Vegetable,96.8392105102539
15867,img_02820,Label,Bowl,87.9878158569336
15868,img_02820,Label,Onion,86.07357788085938
15869,img_02822,Label,Glacier,95.64935302734375
15870,img_02822,Label,Ice,95.64935302734375
15871,img_02822,Label,Mountain,95.64935302734375
15872,img_02822,Label,Nature,95.64935302734375
15873,img_02822,Label,Outdoors,95.64935302734375
15874,img_02822,Label,Snow,95.64935302734375
15875,img_02822,Label,Coast,92.0333480834961
15876,img_02822,Label,Ocean,92.0333480834961
15877,img_02822,Label,Sea,92.0333480834961
15878,img_02822,Label,Water,92.0333480834961
15879,img_02822,Label,Beach,83.29446411132812
15880,img_02824,Label,Food,95.79873657226562
15881,img_02824,Label,Lunch,95.79873657226562
15882,img_02824,Label,Meal,95.79873657226562
15883,img_02824,Label,Salad,92.3345947265625
15884,img_02824,Label,Waffle,87.3309555053711
15885,img_02824,Label,Breakfast,83.0345230102539
15886,img_02825,Label,Human,98.8230972290039
15887,img_02825,Label,People,98.82307434082031
15888,img_02825,Label,Person,98.8230972290039
15889,img_02825,Label,Baby,85.95816802978516
15890,img_02825,Label,Child,85.95816802978516
15891,img_02825,Label,Kid,85.95816802978516
15892,img_02825,Label,Face,79.37931060791016
15893,img_02825,Label,Portrait,79.37931060791016
15894,img_02825,Label,Smile,79.37931060791016
15895,img_02825,Celebrity,Prince George of Cambridge,99.9990005493164
15896,img_02828,Label,Human,99.28014373779297
15897,img_02828,Label,People,99.28014373779297
15898,img_02828,Label,Person,99.28014373779297
15899,img_02828,Label,Blonde,92.8888168334961
15900,img_02828,Label,Female,92.8888168334961
15901,img_02828,Label,Girl,92.8888168334961
15902,img_02828,Label,Woman,92.8888168334961
15903,img_02828,Label,Furniture,88.8595962524414
15904,img_02828,Label,Indoors,88.8595962524414
15905,img_02828,Label,Reception,88.8595962524414
15906,img_02828,Label,Reception Room,88.8595962524414
15907,img_02828,Label,Room,88.8595962524414
15908,img_02828,Label,Waiting Room,88.8595962524414
15909,img_02828,Label,Clothing,75.39727783203125
15910,img_02828,Label,Coat,75.39727783203125
15911,img_02828,Label,Overcoat,75.39727783203125
15912,img_02828,Label,Suit,75.39727783203125
15913,img_02828,Celebrity,Thomas Mesereau,99.99890899658203
15914,img_02828,Text,27,45.7571907043457
15915,img_02828,Text,27,45.7571907043457
15916,img_02832,Label,Human,99.14986419677734
15917,img_02832,Label,People,99.14986419677734
15918,img_02832,Label,Person,99.14986419677734
15919,img_02832,Label,Bling,90.5069351196289
15920,img_02832,Label,Jewelry,90.5069351196289
15921,img_02832,Label,Ornament,90.5069351196289
15922,img_02832,Celebrity,Grimes,99.99974822998047
15923,img_02832,Text,e,46.32073211669922
15924,img_02832,Text,e,46.32073211669922
15925,img_02835,Label,Flora,95.83258056640625
15926,img_02835,Label,Herbs,95.83258056640625
15927,img_02835,Label,Jar,95.83258056640625
15928,img_02835,Label,Mint,95.83258056640625
15929,img_02835,Label,Plant,95.83258056640625
15930,img_02835,Label,Planter,95.83258056640625
15931,img_02835,Label,Potted Plant,95.83258056640625
15932,img_02835,Label,Pottery,95.83258056640625
15933,img_02835,Label,Vase,95.83258056640625
15934,img_02835,Label,Alcohol,95.1419448852539
15935,img_02835,Label,Beverage,95.1419448852539
15936,img_02835,Label,Cocktail,95.1419448852539
15937,img_02835,Label,Drink,95.1419448852539
15938,img_02835,Label,Mojito,95.1419448852539
15939,img_02835,Label,Citrus Fruit,92.83997344970703
15940,img_02835,Label,Food,92.83997344970703
15941,img_02835,Label,Fruit,92.83997344970703
15942,img_02835,Label,Grapefruit,92.83997344970703
15943,img_02835,Label,Lime,92.83997344970703
15944,img_02835,Label,Produce,92.83997344970703
15945,img_02835,Text,Mojito,99.21041870117188
15946,img_02835,Text,Mojito,99.21041870117188
15947,img_02836,Label,Human,99.29646301269531
15948,img_02836,Label,People,99.29646301269531
15949,img_02836,Label,Person,99.29646301269531
15950,img_02836,Text,SELF,90.20550537109375
15951,img_02836,Text,SELF,90.20550537109375
15952,img_02839,Text,Explanation of Benefits Statement,87.98115539550781
15953,img_02839,Text,This This to hat we processed your claim.,83.60395050048828
15954,img_02839,Text,Claims Summary,96.15575408935547
15955,img_02839,Text,Detailed claim information is located on the following page(s).,90.71591186523438
15956,img_02839,Text,Dollar,78.21339416503906
15957,img_02839,Text,Amount Description,95.98869323730469
15958,img_02839,Text,58400Thi amount your provider billed services provided you.,84.2070541381836
15959,img_02839,Text,$2.736.16 Your n Discounts,82.66507720947266
15960,img_02839,Text,ervices negotiates discounts providers ers to save you money. This amount may also include,84.33872985839844
15961,img_02839,Text,responsible o,72.38573455810547
15962,img_02839,Text,$1.478.27 that v was paid your plan.,83.09071350097656
15963,img_02839,Text,Iamount y u owe provider(s),80.79865264892578
15964,img_02839,Text,$1.369.57 payment The ortion you owet he provider(s). This amount does,82.93269348144531
15965,img_02839,Text,"leductible, co-pay, coinsurance andlo have already made he time received care. This include your",82.39685821533203
15966,img_02839,Text,payments tot subscriber was made charges. This does not i ot include any,77.98084259033203
15967,img_02839,Text,is le for physician otherhealth o subscriber professional. .youfthe,78.372802734375
15968,img_02839,Text,coordination benefits applies f include payments subscnber,82.59010314941406
15969,img_02839,Text,Explanation,92.19380187988281
15970,img_02839,Text,of,82.80341339111328
15971,img_02839,Text,Benefits,89.5045394897461
15972,img_02839,Text,Statement,87.42288970947266
15973,img_02839,Text,This,83.88445281982422
15974,img_02839,Text,This,83.16248321533203
15975,img_02839,Text,to,82.65771484375
15976,img_02839,Text,hat we,77.95152282714844
15977,img_02839,Text,processed,88.15762329101562
15978,img_02839,Text,your,85.07696533203125
15979,img_02839,Text,claim.,84.33686828613281
15980,img_02839,Text,Claims,96.51092529296875
15981,img_02839,Text,Summary,95.80059814453125
15982,img_02839,Text,Detailed,95.78851318359375
15983,img_02839,Text,claim,89.89736938476562
15984,img_02839,Text,information is,87.65626525878906
15985,img_02839,Text,located,97.00196838378906
15986,img_02839,Text,on,79.03825378417969
15987,img_02839,Text,the,84.36815643310547
15988,img_02839,Text,following,97.78285217285156
15989,img_02839,Text,page(s).,94.19390869140625
15990,img_02839,Text,Dollar,78.21339416503906
15991,img_02839,Text,Amount,93.32075500488281
15992,img_02839,Text,Description,98.6566390991211
15993,img_02839,Text,58400Thi,82.39442443847656
15994,img_02839,Text,amount,83.5520248413086
15995,img_02839,Text,your,81.7047119140625
15996,img_02839,Text,provider,85.78145599365234
15997,img_02839,Text,billed,84.60034942626953
15998,img_02839,Text,services,83.67709350585938
15999,img_02839,Text,provided,90.11951446533203
16000,img_02839,Text,you.,81.82682800292969
16001,img_02839,Text,n Discounts,81.38520812988281
16002,img_02839,Text,$2.736.16,85.8604507446289
16003,img_02839,Text,Your,80.74955749511719
16004,img_02839,Text,negotiates,85.51091766357422
16005,img_02839,Text,discounts,85.70008087158203
16006,img_02839,Text,providers,86.80249786376953
16007,img_02839,Text,ers to,82.95417785644531
16008,img_02839,Text,save,83.88136291503906
16009,img_02839,Text,you,84.48873901367188
16010,img_02839,Text,money.,85.00699615478516
16011,img_02839,Text,This,85.98470306396484
16012,img_02839,Text,amount,84.14866638183594
16013,img_02839,Text,may,84.29862213134766
16014,img_02839,Text,also,85.13319396972656
16015,img_02839,Text,include,85.83314514160156
16016,img_02839,Text,ervices,76.66040802001953
16017,img_02839,Text,responsible,84.66841888427734
16018,img_02839,Text,o,60.10305404663086
16019,img_02839,Text,$1.478.27,91.38603210449219
16020,img_02839,Text,that v,75.12777709960938
16021,img_02839,Text,was,82.63487243652344
16022,img_02839,Text,paid,83.90127563476562
16023,img_02839,Text,your plan.,82.40363311767578
16024,img_02839,Text,Iamount y,75.60258483886719
16025,img_02839,Text,u owe,76.97325134277344
16026,img_02839,Text,provider(s),89.82012176513672
16027,img_02839,Text,The,78.93682098388672
16028,img_02839,Text,ortion,81.70893096923828
16029,img_02839,Text,you owet,72.48743438720703
16030,img_02839,Text,he,83.1762466430664
16031,img_02839,Text,provider(s).,89.83727264404297
16032,img_02839,Text,This,83.6719741821289
16033,img_02839,Text,amount,85.50240325927734
16034,img_02839,Text,does,84.33757781982422
16035,img_02839,Text,$1.369.57,87.18878936767578
16036,img_02839,Text,payment,82.47950744628906
16037,img_02839,Text,have,80.3876953125
16038,img_02839,Text,already,83.95332336425781
16039,img_02839,Text,made,83.00872802734375
16040,img_02839,Text,he,82.82898712158203
16041,img_02839,Text,time,83.44081115722656
16042,img_02839,Text,received,83.69741821289062
16043,img_02839,Text,care.,75.68109130859375
16044,img_02839,Text,This,82.98619079589844
16045,img_02839,Text,your,83.47223663330078
16046,img_02839,Text,"leductible,",80.38778686523438
16047,img_02839,Text,"co-pay,",82.9644775390625
16048,img_02839,Text,coinsurance andlo,80.13626098632812
16049,img_02839,Text,include,88.21414947509766
16050,img_02839,Text,charges.,80.56047821044922
16051,img_02839,Text,This,77.24139404296875
16052,img_02839,Text,does not i,80.3400650024414
16053,img_02839,Text,ot include any,76.9751968383789
16054,img_02839,Text,payments,85.98577117919922
16055,img_02839,Text,tot,62.79051208496094
16056,img_02839,Text,subscriber,85.1324691772461
16057,img_02839,Text,was made,74.82086944580078
16058,img_02839,Text,o,62.03504943847656
16059,img_02839,Text,subscriber,80.21063995361328
16060,img_02839,Text,is,83.64550018310547
16061,img_02839,Text,.youfthe,76.28709411621094
16062,img_02839,Text,le for,75.53874969482422
16063,img_02839,Text,physician,84.35067749023438
16064,img_02839,Text,otherhealth,82.00572204589844
16065,img_02839,Text,professional.,82.90900421142578
16066,img_02839,Text,coordination,88.28764343261719
16067,img_02839,Text,benefits,85.00918579101562
16068,img_02839,Text,applies,84.06715393066406
16069,img_02839,Text,f include,76.83828735351562
16070,img_02839,Text,payments,79.00113677978516
16071,img_02839,Text,subscnber,82.33722686767578
16072,img_02844,Label,Brochure,89.45951843261719
16073,img_02844,Label,Flyer,89.45951843261719
16074,img_02844,Label,Paper,89.45951843261719
16075,img_02844,Label,Poster,89.45951843261719
16076,img_02844,Text,Thavef ecrets yoill only,96.16722106933594
16077,img_02844,Text,Learn i Culinary fchool,94.09220123291016
16078,img_02844,Text,Thavef,95.83104705810547
16079,img_02844,Text,ecrets,99.12171173095703
16080,img_02844,Text,yoill,93.62162017822266
16081,img_02844,Text,only,96.09449005126953
16082,img_02844,Text,Learn,95.28373718261719
16083,img_02844,Text,i,98.64071655273438
16084,img_02844,Text,Culinary,99.3923568725586
16085,img_02844,Text,fchool,83.05199432373047
16086,img_02848,Label,Text,76.53070068359375
16087,img_02848,Text,Our,95.60611724853516
16088,img_02848,Text,thoughts,99.80049133300781
16089,img_02848,Text,are with the,95.2354736328125
16090,img_02848,Text,of the,97.23291778564453
16091,img_02848,Text,victims,96.10027313232422
16092,img_02848,Text,Manchester,99.38356018066406
16093,img_02848,Text,bombing.,94.78237915039062
16094,img_02848,Text,allure,94.61677551269531
16095,img_02848,Text,Our,95.60611724853516
16096,img_02848,Text,thoughts,99.80049133300781
16097,img_02848,Text,are,97.91091918945312
16098,img_02848,Text,with,90.82352447509766
16099,img_02848,Text,the,96.97196197509766
16100,img_02848,Text,victims,96.10027313232422
16101,img_02848,Text,of,97.75333404541016
16102,img_02848,Text,the,96.7125015258789
16103,img_02848,Text,Manchester,99.38356018066406
16104,img_02848,Text,bombing.,94.78237915039062
16105,img_02848,Text,allure,94.61677551269531
16106,img_02849,Label,Human,98.92778015136719
16107,img_02849,Label,People,98.92777252197266
16108,img_02849,Label,Person,98.92778015136719
16109,img_02849,Label,Moving Van,92.79238891601562
16110,img_02849,Label,Transportation,92.79238891601562
16111,img_02849,Label,Van,92.79238891601562
16112,img_02849,Label,Vehicle,92.79238891601562
16113,img_02849,Label,Chair,87.30230712890625
16114,img_02849,Label,Furniture,87.30230712890625
16115,img_02849,Text,A.S.  PhOto by P. PIGEYREIMaster Films,73.04444122314453
16116,img_02849,Text,A.S.  PhOto by P. PIGEYREIMaster Films,73.04444122314453
16117,img_02850,Label,Human,99.24510192871094
16118,img_02850,Label,People,99.24508666992188
16119,img_02850,Label,Person,99.24510192871094
16120,img_02850,Label,Crowd,93.75057220458984
16121,img_02850,Label,Parade,93.75057220458984
16122,img_02850,Label,Face,92.60581970214844
16123,img_02850,Label,Portrait,92.60581970214844
16124,img_02850,Label,Smile,92.60581970214844
16125,img_02850,Text,FREE THE,98.74933624267578
16126,img_02850,Text,PERIOD,91.10324096679688
16127,img_02850,Text,A,48.659671783447266
16128,img_02850,Text,# #eRDL,76.93323516845703
16129,img_02850,Text,MENSTRUAL-MOVEMENT,91.5873794555664
16130,img_02850,Text,FREE,98.35440063476562
16131,img_02850,Text,THE,99.14427185058594
16132,img_02850,Text,PERIOD,91.10324096679688
16133,img_02850,Text,#,76.35128784179688
16134,img_02850,Text,#eRDL,77.51518249511719
16135,img_02850,Text,A,48.659671783447266
16136,img_02850,Text,MENSTRUAL-MOVEMENT,91.5873794555664
16137,img_02851,Label,Human,99.26350402832031
16138,img_02851,Label,People,99.26350402832031
16139,img_02851,Label,Person,99.26350402832031
16140,img_02851,Celebrity,Taylor Swift,99.98737335205078
16141,img_02851,Celebrity,Katy Perry,99.99879455566406
16142,img_02852,Label,Human,99.2669448852539
16143,img_02852,Label,People,99.2669448852539
16144,img_02852,Label,Person,99.2669448852539
16145,img_02853,Label,Human,99.1723861694336
16146,img_02853,Label,People,99.1723861694336
16147,img_02853,Label,Person,99.1723861694336
16148,img_02853,Label,Face,79.79359436035156
16149,img_02853,Label,Portrait,79.79359436035156
16150,img_02853,Label,Smile,79.79359436035156
16151,img_02853,Label,Reading,76.12750244140625
16152,img_02853,Celebrity,Jourdan Dunn,99.99166870117188
16153,img_02853,Celebrity,Anais Mali,99.9936294555664
16154,img_02853,Text,ese,58.255733489990234
16155,img_02853,Text,DNTVd,71.44730377197266
16156,img_02853,Text,CD,78.43749237060547
16157,img_02853,Text,sans,70.59272766113281
16158,img_02853,Text,ese,58.255733489990234
16159,img_02853,Text,DNTVd,71.44730377197266
16160,img_02853,Text,CD,78.43749237060547
16161,img_02853,Text,sans,70.59272766113281
16162,img_02854,Label,Human,99.20702362060547
16163,img_02854,Label,People,99.20702362060547
16164,img_02854,Label,Person,99.20702362060547
16165,img_02854,Celebrity,Riker Lynch,99.98712158203125
16166,img_02854,Text,The song is a,92.45897674560547
16167,img_02854,Text,parody of the,98.0408706665039
16168,img_02854,Text,"Kinks' ""Lola"" and",96.12163543701172
16169,img_02854,Text,is told from Luke,97.0779037475586
16170,img_02854,Text,Skywalker's point,95.6082992553711
16171,img_02854,Text,of view.,95.77680969238281
16172,img_02854,Text,V,83.91837310791016
16173,img_02854,Text,The,96.26444244384766
16174,img_02854,Text,song,97.32852172851562
16175,img_02854,Text,is,90.43282318115234
16176,img_02854,Text,a,85.81011199951172
16177,img_02854,Text,parody,99.16732788085938
16178,img_02854,Text,of,97.39163208007812
16179,img_02854,Text,the,97.56364440917969
16180,img_02854,Text,Kinks',95.62770080566406
16181,img_02854,Text,"""Lola""",95.42782592773438
16182,img_02854,Text,and,97.30937194824219
16183,img_02854,Text,is,94.13835144042969
16184,img_02854,Text,told,98.50963592529297
16185,img_02854,Text,from,98.77124786376953
16186,img_02854,Text,Luke,96.89237976074219
16187,img_02854,Text,Skywalker's,94.42996978759766
16188,img_02854,Text,point,96.78662872314453
16189,img_02854,Text,of,97.69468688964844
16190,img_02854,Text,view.,93.85892486572266
16191,img_02854,Text,V,83.91837310791016
16192,img_02855,Text,S,53.247676849365234
16193,img_02855,Text,S,53.247676849365234
16194,img_02862,Label,Creek,88.72017669677734
16195,img_02862,Label,Outdoors,88.72017669677734
16196,img_02862,Label,Stream,88.72017669677734
16197,img_02862,Label,Water,88.72017669677734
16198,img_02862,Text,mmm,64.66182708740234
16199,img_02862,Text,e,51.30791473388672
16200,img_02862,Text,mmm,64.66182708740234
16201,img_02862,Text,e,51.30791473388672
16202,img_02863,Label,Human,99.16002655029297
16203,img_02863,Label,People,99.16001892089844
16204,img_02863,Label,Person,99.16002655029297
16205,img_02863,Label,Cup,90.5856704711914
16206,img_02863,Celebrity,Emily Ratajkowski,99.99996185302734
16207,img_02867,Label,Human,98.35405731201172
16208,img_02867,Label,People,98.35400390625
16209,img_02867,Label,Person,98.35405731201172
16210,img_02869,Label,Human,99.22334289550781
16211,img_02869,Label,People,99.22332763671875
16212,img_02869,Label,Person,99.22334289550781
16213,img_02869,Label,Bikini,77.494140625
16214,img_02869,Label,Clothing,77.494140625
16215,img_02869,Label,Swimwear,77.494140625
16216,img_02873,Label,Human,99.07746887207031
16217,img_02873,Label,People,99.07745361328125
16218,img_02873,Label,Person,99.07746887207031
16219,img_02874,Label,Human,99.27764129638672
16220,img_02874,Label,People,99.27762603759766
16221,img_02874,Label,Person,99.27764129638672
16222,img_02878,Label,Human,98.85154724121094
16223,img_02878,Label,People,98.85151672363281
16224,img_02878,Label,Person,98.85154724121094
16225,img_02880,Label,Human,98.99361419677734
16226,img_02880,Label,People,98.99359130859375
16227,img_02880,Label,Person,98.99361419677734
16228,img_02880,Celebrity,Luke James,99.9194564819336
16229,img_02880,Text,2,94.15673065185547
16230,img_02880,Text,7,83.39249420166016
16231,img_02880,Text,AR,98.1506118774414
16232,img_02880,Text,2,94.15673065185547
16233,img_02880,Text,7,83.39249420166016
16234,img_02880,Text,AR,98.1506118774414
16235,img_02881,Label,Human,99.05184173583984
16236,img_02881,Label,People,99.05181884765625
16237,img_02881,Label,Person,99.05184173583984
16238,img_02887,Label,Human,99.06104278564453
16239,img_02887,Label,People,99.06102752685547
16240,img_02887,Label,Person,99.06104278564453
16241,img_02887,Label,Clothing,97.67825317382812
16242,img_02887,Label,Cowboy Hat,97.67825317382812
16243,img_02887,Label,Hat,97.67825317382812
16244,img_02887,Label,Sun Hat,80.00796508789062
16245,img_02888,Label,Human,99.29203033447266
16246,img_02888,Label,People,99.29203033447266
16247,img_02888,Label,Person,99.29203033447266
16248,img_02894,Label,Human,99.26669311523438
16249,img_02894,Label,People,99.26667785644531
16250,img_02894,Label,Person,99.26669311523438
16251,img_02895,Label,Human,99.27715301513672
16252,img_02895,Label,People,99.27715301513672
16253,img_02895,Label,Person,99.27715301513672
16254,img_02895,Label,Face,82.96287536621094
16255,img_02895,Label,Portrait,82.96287536621094
16256,img_02895,Text,r,49.12422561645508
16257,img_02895,Text,r,49.12422561645508
16258,img_02897,Label,Human,99.27242279052734
16259,img_02897,Label,People,99.27241516113281
16260,img_02897,Label,Person,99.27242279052734
16261,img_02897,Celebrity,Kendall Jenner,99.9931869506836
16262,img_02902,Label,Human,99.2806167602539
16263,img_02902,Label,People,99.2806167602539
16264,img_02902,Label,Person,99.2806167602539
16265,img_02902,Label,Apparel,87.25200653076172
16266,img_02902,Label,Clothing,87.25200653076172
16267,img_02902,Celebrity,Lucy Hale,99.99971008300781
16268,img_02902,Celebrity,Troian Bellisario,99.99652099609375
16269,img_02902,Celebrity,Janel Parrish,99.97452545166016
16270,img_02902,Celebrity,Julia Stegner,99.36209106445312
16271,img_02905,Label,Human,99.25164794921875
16272,img_02905,Label,People,99.25164794921875
16273,img_02905,Label,Person,99.25164794921875
16274,img_02905,Label,Blonde,91.05302429199219
16275,img_02905,Label,Female,91.05302429199219
16276,img_02905,Label,Girl,91.05302429199219
16277,img_02905,Label,Woman,91.05302429199219
16278,img_02905,Label,Polka Dot,90.32948303222656
16279,img_02905,Label,Clothing,77.23943328857422
16280,img_02905,Label,Lingerie,77.23943328857422
16281,img_02905,Label,Underwear,77.23943328857422
16282,img_02906,Label,Human,99.2626953125
16283,img_02906,Label,People,99.2626953125
16284,img_02906,Label,Person,99.2626953125
16285,img_02906,Label,Magazine,91.2378158569336
16286,img_02906,Celebrity,Cara Delevingne,99.9233169555664
16287,img_02906,Text,RELEASETHEBEA,99.19561767578125
16288,img_02906,Text,MOSCHINO,99.74298095703125
16289,img_02906,Text,MAGNU RELEASETHEBEAST,96.89055633544922
16290,img_02906,Text,MOSCHI,98.7418441772461
16291,img_02906,Text,MAGNuM,78.42877197265625
16292,img_02906,Text,RELE,99.3962173461914
16293,img_02906,Text,MOSCHINO,96.02365112304688
16294,img_02906,Text,RELEASETHEBEA,99.19561767578125
16295,img_02906,Text,MOSCHINO,99.74298095703125
16296,img_02906,Text,MAGNU,99.34217071533203
16297,img_02906,Text,RELEASETHEBEAST,94.43894958496094
16298,img_02906,Text,MOSCHI,98.7418441772461
16299,img_02906,Text,MAGNuM,78.42877197265625
16300,img_02906,Text,RELE,99.3962173461914
16301,img_02906,Text,MOSCHINO,96.02365112304688
16302,img_02908,Label,Driving,91.9249267578125
16303,img_02908,Label,Transportation,91.9249267578125
16304,img_02908,Label,Vehicle,91.9249267578125
16305,img_02908,Text,Oa,41.52763748168945
16306,img_02908,Text,Oa,41.52763748168945
16307,img_02909,Label,Human,98.232177734375
16308,img_02909,Label,People,98.23209381103516
16309,img_02909,Label,Person,98.232177734375
16310,img_02909,Label,Clothing,86.70537567138672
16311,img_02909,Label,Lingerie,86.70537567138672
16312,img_02909,Label,Underwear,86.70537567138672
16313,img_02913,Label,Human,99.31207275390625
16314,img_02913,Label,People,99.31207275390625
16315,img_02913,Label,Person,99.31207275390625
16316,img_02913,Label,Astronomy,75.16033935546875
16317,img_02913,Label,Moon,75.16033935546875
16318,img_02913,Label,Night,75.16033935546875
16319,img_02913,Label,Outdoors,75.16033935546875
16320,img_02913,Label,Outer Space,75.16033935546875
16321,img_02913,Label,Space,75.16033935546875
16322,img_02913,Label,Universe,75.16033935546875
16323,img_02913,Celebrity,Jennifer Spence,99.98717498779297
16324,img_02913,Text,oopo,79.88896942138672
16325,img_02913,Text,oopo,79.88896942138672
16326,img_02917,Label,Human,99.25495147705078
16327,img_02917,Label,People,99.25494384765625
16328,img_02917,Label,Person,99.25495147705078
16329,img_02917,Label,Outdoors,97.3164291381836
16330,img_02917,Label,Pond,97.3164291381836
16331,img_02917,Label,Water,97.3164291381836
16332,img_02928,Label,Brochure,93.14237213134766
