,celebrity,img,text,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0
0,True,img_00000,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,True,img_00001,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,False,img_00002,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,True,img_00003,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,True,img_00004,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,True,img_00005,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,False,img_00006,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,True,img_00007,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,True,img_00009,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,True,img_00010,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,True,img_00011,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,True,img_00012,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,True,img_00013,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,True,img_00014,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,False,img_00015,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,False,img_00016,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,False,img_00017,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,False,img_00018,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,False,img_00020,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,True,img_00021,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,False,img_00022,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,True,img_00023,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,True,img_00024,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,True,img_00025,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0
